lot_id,source_lot_id,notice_id,procedure_id,lot_title,lot_description,lot_status,estimated_value,currency_code,category_id,source_id,source_file_id,source_record_id,collected_at
lot_00552,LOT-0005,not_0195,pro_0178,Secteur Colomiers / Sud - Est,Cf. CCTP,selec-w,,,cat_0161,src_ted_opendata,file_ted_0195,lot:LOT-0005,2026-08-19
lot_00553,LOT-0006,not_0195,pro_0178,Secteur Tarn,Cf. CCTP,selec-w,,,cat_0161,src_ted_opendata,file_ted_0195,lot:LOT-0006,2026-08-19
lot_00554,LOT-0007,not_0195,pro_0178,Secteur Tarn et Garonne,Cf. CCTP,selec-w,,,cat_0161,src_ted_opendata,file_ted_0195,lot:LOT-0007,2026-08-19
lot_00555,LOT-0001,not_0196,pro_0179,Zadanie 1 - Przegląd i konserwacja automatów do barwienia PRISMA,"1. Przedmiotem niniejszego zamówienia są przeglądy i konserwacje urządzeń medycznych dla Narodowego Instytutu Onkologii im. Marii Skłodowskiej - Curie - Państwowego Instytutu Badawczego Oddziału w Gliwicach 2. Opis przedmiotu zamówienia oraz warunki realizacji zamówienia zawarte są w załącznikach: 1) Opis przedmiotu zamówienia, specyfikacja cenowa, oświadczenia – załącznik nr 2.1-2.29 do SWZ, 2) Projektowane postanowienia umowy, które zostaną wprowadzone do treści umowy – załącznik nr 4.1-4.4 do SWZ. 3.Termin wykonania przedmiotu zamówienia : 1) w zakresie zadań nr: 1-2, 4-13, 16-25 – 36 miesięcy od daty zawarcia umowy, zgodnie z zapisami SWZ, 2) w zakresie zadań: 3, 26 – planowany termin wykonania umowy do 31.10.2024 r. , w przypadku gdy w zakresie zadania nr 3 oraz 26 nie zostanie zawarta umowa do dnia 15.10.2024, termin 31.10.2024 r. zostanie zmieniony, przy czym wykonanie przeglądu nastąpi w jak najszybszym terminie, w takim przypadku umowa zostanie zawarta na okres 30 dni licząc od dnia zawarcia umowy. 3) W zakresie zadań 14 - 15 – do 30 dni od daty zawarcia umowy zgodnie z zapisami SWZ r., 4) W zakresie zadania nr 29 – przez okres 36 miesięcy licząc od dnia 12.02.2025 r. 4. Zamawiający w niniejszym postępowaniu przetargowym przy ocenie ofert będzie stosował procedurę określoną w art. 139 ust. 1 ustawy Pzp. 5. Szczegóły zawiera SWZ.",clos-nw,,,cat_0162,src_ted_opendata,file_ted_0196,lot:LOT-0001,2026-08-19
lot_00556,LOT-0005,not_0196,pro_0179,Zadanie 5 - Przegląd i konserwacja nakrywarek do szkiełek mikroskopowych FILM,"1. Przedmiotem niniejszego zamówienia są przeglądy i konserwacje urządzeń medycznych dla Narodowego Instytutu Onkologii im. Marii Skłodowskiej - Curie - Państwowego Instytutu Badawczego Oddziału w Gliwicach 2. Opis przedmiotu zamówienia oraz warunki realizacji zamówienia zawarte są w załącznikach: 1) Opis przedmiotu zamówienia, specyfikacja cenowa, oświadczenia – załącznik nr 2.1-2.29 do SWZ, 2) Projektowane postanowienia umowy, które zostaną wprowadzone do treści umowy – załącznik nr 4.1-4.4 do SWZ. 3.Termin wykonania przedmiotu zamówienia : 1) w zakresie zadań nr: 1-2, 4-13, 16-25 – 36 miesięcy od daty zawarcia umowy, zgodnie z zapisami SWZ, 2) w zakresie zadań: 3, 26 – planowany termin wykonania umowy do 31. 10.2024 r. , w przypadku gdy w zakresie zadania nr 3 oraz 26 nie zostanie zawarta umowa do dnia 15.10.2024, termin 31.10.2024 r. zostanie zmieniony, przy czym wykonanie przeglądu nastąpi w jak najszybszym terminie, w takim przypadku umowa zostanie zawarta na okres 30 dni licząc od dnia zawarcia umowy. 3) W zakresie zadań 14 - 15 – do 30 dni od daty zawarcia umowy zgodnie z zapisami SWZ r., 4) W zakresie zadania nr 29 – przez okres 36 miesięcy licząc od dnia 12.02.2025 r. 4. Zamawiający w niniejszym postępowaniu przetargowym przy ocenie ofert będzie stosował procedurę określoną w art. 139 ust. 1 ustawy Pzp. 5. Szczegóły zawiera SWZ.",selec-w,,,cat_0162,src_ted_opendata,file_ted_0196,lot:LOT-0005,2026-08-19
lot_00557,LOT-0024,not_0196,pro_0179,Zadanie 24 - Przegląd i konserwacja myjni- dezynfektora FD 1610,"1. Przedmiotem niniejszego zamówienia są przeglądy i konserwacje urządzeń medycznych dla Narodowego Instytutu Onkologii im. Marii Skłodowskiej - Curie - Państwowego Instytutu Badawczego Oddziału w Gliwicach 2. Opis przedmiotu zamówienia oraz warunki realizacji zamówienia zawarte są w załącznikach: 1) Opis przedmiotu zamówienia, specyfikacja cenowa, oświadczenia – załącznik nr 2.1-2.29 do SWZ, 2) Projektowane postanowienia umowy, które zostaną wprowadzone do treści umowy – załącznik nr 4.1-4.4 do SWZ. 3.Termin wykonania przedmiotu zamówienia : 1) w zakresie zadań nr: 1-2, 4-13, 16-25 – 36 miesięcy od daty zawarcia umowy, zgodnie z zapisami SWZ, 2) w zakresie zadań: 3, 26 – planowany termin wykonania umowy do 31. 10.2024 r. , w przypadku gdy w zakresie zadania nr 3 oraz 26 nie zostanie zawarta umowa do dnia 15.10.2024, termin 31.10.2024 r. zostanie zmieniony, przy czym wykonanie przeglądu nastąpi w jak najszybszym terminie, w takim przypadku umowa zostanie zawarta na okres 30 dni licząc od dnia zawarcia umowy. 3) W zakresie zadań 14 - 15 – do 30 dni od daty zawarcia umowy zgodnie z zapisami SWZ r., 4) W zakresie zadania nr 29 – przez okres 36 miesięcy licząc od dnia 12.02.2025 r. 4. Zamawiający w niniejszym postępowaniu przetargowym przy ocenie ofert będzie stosował procedurę określoną w art. 139 ust. 1 ustawy Pzp. 5. Szczegóły zawiera SWZ.",clos-nw,,,cat_0162,src_ted_opendata,file_ted_0196,lot:LOT-0024,2026-08-19
lot_00558,LOT-0001,not_0197,pro_0180,FN Motol - Dodávky setů mechanické srdeční podpory pro děti,Průběžné dodávky pediatrického mimotělního systému mechanické srdeční podpory s elektro-pneumatickým pohonem pro poskytování střednědobé až dlouhodobé podpory srdeční funkce pro potřeby FN Motol.,selec-w,58364680,CZK,cat_0100,src_ted_opendata,file_ted_0197,lot:LOT-0001,2026-08-19
lot_00559,LOT-0001,not_0198,pro_0181,Lot 1 - Missions de diagnostics immobiliers à la relocation/vente des logements ou suite à des travaux de retrait d'amiante pour chaque bailleur,Lot 1 - Missions de diagnostics immobiliers à la relocation/vente des logements ou suite à des travaux de retrait d'amiante pour chaque bailleur,selec-w,,,cat_0146,src_ted_opendata,file_ted_0198,lot:LOT-0001,2026-08-19
lot_00560,LOT-0002,not_0198,pro_0181,Lot 2 - Opérations globales sur le Patrimoine de chaque bailleur - Missions sur immeubles en fonction des programmations de travaux de chaque bailleur,Lot 2 - Opérations globales sur le Patrimoine de chaque bailleur - Missions sur immeubles en fonction des programmations de travaux de chaque bailleur,selec-w,,,cat_0146,src_ted_opendata,file_ted_0198,lot:LOT-0002,2026-08-19
lot_00561,LOT-0001,not_0199,pro_0182,"ACUERDO MARCO PARA EL SUMINISTRO DE REPUESTOS EXCLUSIVOS DEL FABRICANTE SCHUNK IBERICA, S.A. PARA EL MANTENIMIENTO DE LOS TRENES DEL MATERIAL MÓVIL DE METRO DE MADRID","ACUERDO MARCO PARA EL SUMINISTRO DE REPUESTOS EXCLUSIVOS DEL FABRICANTE SCHUNK IBERICA, S.A. PARA EL MANTENIMIENTO DE LOS TRENES DEL MATERIAL MÓVIL DE METRO DE MADRID",selec-w,1127500,EUR,cat_0083,src_ted_opendata,file_ted_0199,lot:LOT-0001,2026-08-19
lot_00562,LOT-0001,not_0200,pro_0183,"1. Usługa transportu drogowego osób, transportu drogowego pojazdów oraz usługa transportowa towarów wraz z załadunkiem i rozładunkiem z podziałem na 3 zadania.","Usługa transportu drogowego osób, transportu drogowego pojazdów oraz usługa transportowa towarów wraz z załadunkiem i rozładunkiem z podziałem na 3 zadania.",selec-w,,,cat_0164,src_ted_opendata,file_ted_0200,lot:LOT-0001,2026-08-19
lot_00563,LOT-0002,not_0200,pro_0183,"2. Usługa transportu drogowego osób, transportu drogowego pojazdów oraz usługa transportowa towarów wraz z załadunkiem i rozładunkiem z podziałem na 3 zadania.","Usługa transportu drogowego osób, transportu drogowego pojazdów oraz usługa transportowa towarów wraz z załadunkiem i rozładunkiem z podziałem na 3 zadania.",selec-w,,,cat_0164,src_ted_opendata,file_ted_0200,lot:LOT-0002,2026-08-19
lot_00564,LOT-0003,not_0200,pro_0183,"3. Usługa transportu drogowego osób, transportu drogowego pojazdów oraz usługa transportowa towarów wraz z załadunkiem i rozładunkiem z podziałem na 3 zadania.","Usługa transportu drogowego osób, transportu drogowego pojazdów oraz usługa transportowa towarów wraz z załadunkiem i rozładunkiem z podziałem na 3 zadania.",selec-w,,,cat_0164,src_ted_opendata,file_ted_0200,lot:LOT-0003,2026-08-19
lot_00565,LOT-0000,not_0201,pro_0184,Suministro y mantenimiento preventivo de dos autobastidores para su posterior carrozado con equipos recolectores de carga lateral para recogida de residuos municipales,Los detalles del objeto del contrato figuran en los pliegos,selec-w,,,cat_0165,src_ted_opendata,file_ted_0201,lot:LOT-0000,2026-08-19
lot_00566,LOT-0001,not_0202,pro_0185,Zakup i sukcesywna dostawa jednorazowych zestawów do przezoskrzelowej biopsji aspiracyjnej,Zgodnie z Opisem Przedmiotu Zamówienia zawartym we wzorze oferty elektronicznej stanowiącej załącznik nr 1 do SWZ,selec-w,556000,PLN,cat_0101,src_ted_opendata,file_ted_0202,lot:LOT-0001,2026-08-19
lot_00567,LOT-0002,not_0202,pro_0185,Zakup i sukcesywna dostawa jednorazowych igieł do przezoskrzelowej biopsji aspiracyjnej pod kontrolą ultrasonografii,Zgodnie z Opisem Przedmiotu Zamówienia zawartym we wzorze oferty elektronicznej stanowiącej załącznik nr 1 do SWZ,selec-w,138000,PLN,cat_0101,src_ted_opendata,file_ted_0202,lot:LOT-0002,2026-08-19
lot_00568,LOT-0003,not_0202,pro_0185,Zakup i sukcesywna dostawa siatek polipropylenowych,Zgodnie z Opisem Przedmiotu Zamówienia zawartym we wzorze oferty elektronicznej stanowiącej załącznik nr 1 do SWZ,selec-w,80472,PLN,cat_0101,src_ted_opendata,file_ted_0202,lot:LOT-0003,2026-08-19
lot_00569,LOT-0004,not_0202,pro_0185,Zakup i sukcesywna dostawa siatek przepuklinowych i instrumentu do ich mocowania,Zgodnie z Opisem Przedmiotu Zamówienia zawartym we wzorze oferty elektronicznej stanowiącej załącznik nr 1 do SWZ,selec-w,101720,PLN,cat_0101,src_ted_opendata,file_ted_0202,lot:LOT-0004,2026-08-19
lot_00570,LOT-0005,not_0202,pro_0185,"Zakup i sukcesywna dostawa kleszczy biobsyjnych, szczotek cytologicznych i czyszczących, balonów (komis)",Zgodnie z Opisem Przedmiotu Zamówienia zawartym we wzorze oferty elektronicznej stanowiącej załącznik nr 1 do SWZ,selec-w,168750,PLN,cat_0101,src_ted_opendata,file_ted_0202,lot:LOT-0005,2026-08-19
lot_00571,LOT-0006,not_0202,pro_0185,"Zakup i sukcesywna dostawa szczotek cytologicznych i do mycia kanałów w bronchoskopie, kleszczy biopsyjnych ( komis)",Zgodnie z Opisem Przedmiotu Zamówienia zawartym we wzorze oferty elektronicznej stanowiącej załącznik nr 1 do SWZ,clos-nw,128700,PLN,cat_0101,src_ted_opendata,file_ted_0202,lot:LOT-0006,2026-08-19
lot_00572,LOT-0007,not_0202,pro_0185,Zakup i sukcesywna dostawa zaworków ssących i testerów szczelności (komis),Zgodnie z Opisem Przedmiotu Zamówienia zawartym we wzorze oferty elektronicznej stanowiącej załącznik nr 1 do SWZ,clos-nw,201880,PLN,cat_0101,src_ted_opendata,file_ted_0202,lot:LOT-0007,2026-08-19
lot_00573,LOT-0008,not_0202,pro_0185,"Zakup i sukcesywna dostawa szczypcy biopsyjnych, koszyków chwytających (komis)",Zgodnie z Opisem Przedmiotu Zamówienia zawartym we wzorze oferty elektronicznej stanowiącej załącznik nr 1 do SWZ,selec-w,86270,PLN,cat_0101,src_ted_opendata,file_ted_0202,lot:LOT-0008,2026-08-19
lot_00574,LOT-0009,not_0202,pro_0185,"Zakup i sukcesywna dostawa pętli, prowadnic, szczoteczek, ustników (komis)",Zgodnie z Opisem Przedmiotu Zamówienia zawartym we wzorze oferty elektronicznej stanowiącej załącznik nr 1 do SWZ,selec-w,21500,PLN,cat_0101,src_ted_opendata,file_ted_0202,lot:LOT-0009,2026-08-19
lot_00575,LOT-0010,not_0202,pro_0185,Zakup i sukcesywna dostawa stenów przesłykowych (komis),Zgodnie z Opisem Przedmiotu Zamówienia zawartym we wzorze oferty elektronicznej stanowiącej załącznik nr 1 do SWZ,clos-nw,224000,PLN,cat_0101,src_ted_opendata,file_ted_0202,lot:LOT-0010,2026-08-19
lot_00576,LOT-0011,not_0202,pro_0185,"Zakup i sukcesywna dostawa siatek monofilamentowych, polipropylenowych, do przepuklin i system do zamykania ran",Zgodnie z Opisem Przedmiotu Zamówienia zawartym we wzorze oferty elektronicznej stanowiącej załącznik nr 1 do SWZ,clos-nw,146650,PLN,cat_0101,src_ted_opendata,file_ted_0202,lot:LOT-0011,2026-08-19
lot_00577,LOT-0001,not_0203,pro_0186,Sprzedaż i dostawa zestawu laparoskopowego z dwoma monitorami i rejestratorem do Szpitala Specjalistycznego im. Edmunda Biernackiego w Mielcu,"1.Przedmiot zamówienia obejmuje: a)sprzedaż i dostawę zestawu laparoskopowego z dwoma monitorami i rejestratorem do Szpitala Specjalistycznego im. Edmunda Biernackiego w Mielcu spełniających wymagania określone w SWZ - na koszt i ryzyko Wykonawcy, b)zamontowanie, uruchomienie i oddanie do użytkowania sprzętu w stanie pełnej sprawności technicznej i użytkowej, c)instruktaż personelu Zamawiającego w zakresie obsługi oferowanego zestawu. W skład zestawu wchodzi: Medyczny monitor 4K OLED - szt. 2 Endoskopowa kamera 4K - szt. 1 Źródło światła LED - szt. 1 Medyczny rejestrator cyfrowy/System zarządzania danymi - szt. 1 Światłowód - szt. 2 Światłowód - szt. 4 Nadajnik - szt. 1 Odbiornik - szt. 1 Statyw do monitora bezprzewodowego - szt. 1 Insuflator CO2 - szt. 1 Optyka laparoskopowa średnica 10 mm; kąt patrzenia optyki 30 stopni - szt. 2 Optyka laparoskopowa średnica 5,5 mm; kąt patrzenia optyki 30 stopni - szt. 1 Optyka laparoskopowa średnica 10 mm; kąt patrzenia optyki 0 stopni - szt. 1 Optyka średnica 10 mm; kąt patrzenia optyki 30 stopni - szt. 3 Kontener do sterylizacji optyk - szt. 7 Pompa płucząca - szt. 1 Wózek aparaturowy - szt. 1 Szczegółowy opis przedmiotu zamówienia zawiera SWZ.",selec-w,,,cat_0134,src_ted_opendata,file_ted_0203,lot:LOT-0001,2026-08-19
lot_00578,LOT-0001,not_0204,pro_0187,Sveikatos draudimo paslaugos,"Lietuvos Respublikos ambasada Ukrainoje numato įsigyti Lietuvos Respublikos ambasados Ukrainoje diplomatų ir valstybės tarnautojų, su jais kartu gyvenančių jų šeimos narių bei darbuotojų, atstovybėje dirbančių pagal darbo sutartis sveikatos draudimo paslaugas",selec-w,670000,EUR,cat_0166,src_ted_opendata,file_ted_0204,lot:LOT-0001,2026-08-19
lot_00579,LOT-0002,not_0205,pro_0188,Los 2: Kranken-Taggeldversicherung KTG,Los 2: Kranken-Taggeldversicherung KTG für die Periode 01.01.2025 - 31.12.2027,selec-w,,,cat_0112,src_ted_opendata,file_ted_0205,lot:LOT-0002,2026-08-19
lot_00580,LOT-0001,not_0206,pro_0189,"Praha, Kbely - požární stanice - výstavba","Předmětem VZ je zpracování projektové dokumentace pro vydání povolení k provedení stavby vodního díla a stavebního povolení pro stavbu, zpracování dokumentace pro provádění stavby, zajištění autorského dozoru, zajištění osoby koordinátora bezpečnosti a ochrany zdraví při práci na staveništi a zajištění řádného výkonu činnosti technického dozoru stavebníka. Předmět plnění VZ je spojen s ochranou utajovaných informací stupně utajení „VYHRAZENÉ“ podle zákona č. 412/2005 Sb., o ochraně utajovaných informací o bezpečnostní způsobilosti, ve znění pozdějších předpisů.",selec-w,,,cat_0146,src_ted_opendata,file_ted_0206,lot:LOT-0001,2026-08-19
lot_00581,LOT-0001,not_0207,pro_0190,"Odbiór i zagospodarowanie odpadów komunalnych z nieruchomości zamieszkałych, utworzenie i prowadzenie Punktu Selektywnego Zbierania Odpadów Komunalnych (PSZOK) oraz zagospodarowanie odpadów dostarczanych do PSZOK, z terenu Gminy Biłgoraj od 1 stycznia 2025 r. do 31 grudnia 2025 r.”","Przedmiotem zamówienia jest: 1. Usługa na odbiór i zagospodarowanie całej ilości odpadów komunalnych od właścicieli nieruchomości zamieszkałych na terenie gminy Biłgoraj od dnia 01 stycznia 2025 roku do 31 grudnia 2025 roku z następujących miejscowości: Andrzejówka, Brodziaki, Bukowa, Ciosmy, Cyncynopol, Dąbrowica, Dereźnia Majdańska, Dereźnia Solska, Dereźnia Zagrody, Dyle, Edwardów, Gromada, Hedwiżyn, Ignatówka, Jachosze, Kajetanówka, Kolonia Sól, Korczów, Korytków Duży, Majdan Gromadzki, Nadrzecze, Nowy Bidaczów, Okrągłe, Podlesie, Rapy Dylańskie, Ratwica, Ruda Solska, Ruda Zagrody, Smólsko Duże, Smólsko Małe, Sól, Stary Bidaczów, Wola Dereźniańska Wola Duża, Wola Mała, Wolaniny, Zagrody Dąbrowickie, Zagumnie, Żelebsko. 2. Utworzenie i prowadzenie na terenie Gminy lub Miasta Biłgoraj Punktu Selektywnej Zbiórki Odpadów Komunalnych (PSZOK), przyjmowanie, zbieranie i zagospodarowywanie dostarczonych przez mieszkańców lub zarządców nieruchomości zamieszkałych odpadów komunalnych. PSZOK będzie miejscem zbiórki i czasowego magazynowania. Odpady zebrane w PSZOK będą przekazywane do instalacji odzysku lub unieszkodliwiania odpadów zgodnie z hierarchią sposobu postępowania z odpadami, o której mowa w art. 17 ustawy z dnia 14 grudnia 2012 r. o odpadach (Dz.U. 2023 poz.1587). Szacowana ilość odpadów komunalnych wynosi 2 116 Mg Szczegółowy opis przedmiotu zamówienia znajduje się w Załącznikach Nr 1 i Nr 1a do SWZ",selec-w,,,cat_0008,src_ted_opendata,file_ted_0207,lot:LOT-0001,2026-08-19
lot_00582,LOT-0001,not_0208,pro_0191,Storten van gemeentelijke afvalfracties 2025-2028,Storten van gemeentelijke afvalfracties 2025-2028,selec-w,,,cat_0167,src_ted_opendata,file_ted_0208,lot:LOT-0001,2026-08-19
lot_00583,LOT-0000,not_0209,pro_0192,Prestations de maintenance préventive et corrective des variateurs de vitesse,Prestations de maintenance préventive et corrective des variateurs de vitesse,selec-w,,,cat_0168,src_ted_opendata,file_ted_0209,lot:LOT-0000,2026-08-19
lot_00584,LOT-0001,not_0210,pro_0193,INSTALLATIONS DE CLIMATISATION,"Réalisation des opérations de maintenance des installations de climatisation, lesquelles sont identifiés dans les fichiers « 1-AE-Lot1-Annexe1-DPG.xlsx »",selec-w,,,cat_0093,src_ted_opendata,file_ted_0210,lot:LOT-0001,2026-08-19
lot_00585,LOT-0002,not_0210,pro_0193,"INSTALLATIONS DE CENTRALE DE TRAITEMENT D?AIR, DE VMC ET DE RIDEAUX D?AIR CHAUD","Réalisation des opérations de maintenance des installations Installation de centrale de traitement d?air ; système de ventilation mécanique et rideaux d?air chaud, lesquelles sont identifiés dans les fichiers « 1-AE-Lot2-Annexe1-DPG.xlsx »",selec-w,,,cat_0093,src_ted_opendata,file_ted_0210,lot:LOT-0002,2026-08-19
lot_00586,GLO-0001,not_0210,pro_0193,,,,,,,src_ted_opendata,file_ted_0210,lot:GLO-0001,2026-08-19
lot_00587,LOT-5777,not_0211,pro_0194,"Ausschreibung zum Abschluss eines Dienstleistungsauftrages für die Übernahme, den Transport und die thermische Behandlung und anschließende Verwertung/Entsorgung von kommunalem Klärschlamm",Siehe Ausschreibungsunterlagen,selec-w,,,cat_0052,src_ted_opendata,file_ted_0211,lot:LOT-5777,2026-08-19
lot_00588,LOT-0000,not_0212,pro_0195,Levering Speurhond(en),Levering speurhond(en),selec-w,0.01,EUR,cat_0170,src_ted_opendata,file_ted_0212,lot:LOT-0000,2026-08-19
lot_00589,LOT-0001,not_0213,pro_0004,Pakiet 100 Świadczenie usług serwisowania aparatury medycznej,Świadczenie usług serwisowania aparatury medycznej,clos-nw,,,cat_0005,src_ted_opendata,file_ted_0213,lot:LOT-0001,2026-08-19
lot_00590,LOT-0001,not_0214,pro_0196,"Обособена позиция № 3: „УСЛУГИ ПО ОРГАНИЗИРАНЕ, АДМИНИСТРИРАНЕ И КОНТРОЛ НА ЗАПЛАЩАНЕТО НА ТАКСИТЕ ЗА ПАРКИРАНЕ ЧРЕЗ ИЗПРАЩАНЕ НА КРАТКИ ТЕКСТОВИ СЪОБЩЕНИЯ ЗА КЛИЕНТИ/АБОНАТИ НА „ЙЕТТЕЛ БЪЛГАРИЯ“ ЕАД“","Услуги по организиране, администриране и контрол на заплащането на таксите за паркиране чрез изпращане на кратки текстови съобщения по 3 обособени позиции“, както следва: Обособена позиция № 3: „УСЛУГИ ПО ОРГАНИЗИРАНЕ, АДМИНИСТРИРАНЕ И КОНТРОЛ НА ЗАПЛАЩАНЕТО НА ТАКСИТЕ ЗА ПАРКИРАНЕ ЧРЕЗ ИЗПРАЩАНЕ НА КРАТКИ ТЕКСТОВИ СЪОБЩЕНИЯ ЗА КЛИЕНТИ/АБОНАТИ НА ""ЙЕТТЕЛ БЪЛГАРИЯ“ ЕАД“. Услугите, предмет на поръчката, са свързани с режима на почасово платено паркиране в град София, обособен в две зони: „Синя зона“ и „Зелена зона“, в съответствие с Наредбата за организация на движението на територията на Столична община (Наредбата). На улици, булеварди, площади и паркинги - публична общинска собственост и други части от пътната инфраструктура, както и други терени - общинска собственост, съобразно схеми за местоположението и обхвата, приети от Столичния общински съвет, със заповед на кмета на Столична община, е въведен режим на почасово платено паркиране на ППС. Зоните са за самотаксуване от водачите на ППС, като заплащането за паркиране се извършва веднага при заемане на място в същите и се различават по граници на обхват и условия за престой и паркиране, в зависимост от зоната, регламентирани в Наредбата. Удостоверяване на заплащането и контрола на действителното време на паркирането на автомобили в ""Синя зона"" или в ""Зелена зона"" става с предварително закупен от водача талон или с изпратен SMS. Таксуването за паркиране с един SMS, е за 1 час. Сигналът за паркиране чрез SMS се подава веднага след паркиране на автомобила върху паркомястото в ""Синя зона"" или ""Зелена зона"".",selec-w,3173650.00,BGN,cat_0171,src_ted_opendata,file_ted_0214,lot:LOT-0001,2026-08-19
lot_00591,LOT-0000,not_0215,pro_0197,Default lot,"Prin derularea prezentei achiziții, la nivelul entității contractante, se dorește asigurarea continuității licențierii pentru produsele software Microsoft, printr-un contract - cadru pentru 3 ani (2024 - 2027), de furnizare licențe pentru produsele software Microsoft pentru parc informatic. Produsele software Microsoft se doresc a fi furnizate într-un contract de tip Microsoft Enterprise Agreement Subscription (EAS), in baza căruia se vor încheia contracte subsecvente. Contractele subsecvente au ca obiect punerea în drept total de utilizare a licențelor solicitate prin Caiet de Sarcini, cu valabilitate de 12 luni. Cantitatea maxima/minima estimata a fi solicitata in baza acordului cadru: - Licenta pachet software pentru sisteme de operare (conform CS): maxim 5301, minim 4617 - Licenta Pachet software pentru sisteme de baza de date (conform CS): maxim 30, minim 24 - Licenta pachet software pentru sisteme de operare pentru mainframe (conform CS): maxim 165, minim 132 - Licenta pachet software Securitate cibernetica (conform CS): maxim 540, minim 300 Valoarea estimata a acordului cadru, fara TVA: maxim 8.399.969,27 lei si minim 7.146.306,57 lei Cantitatea maxima/minima estimata a fi solicitata pentru fiecare contract subsecvent: - Licenta pachet software pentru sisteme de operare (conform CS): maxim 1767, minim 1539 - Licenta Pachet software pentru sisteme de baza de date (conform CS): maxim 10, minim 8 - Licenta pachet software pentru sisteme de operare pentru mainframe (conform CS): maxim 55 minim 44 - Licenta pachet software Securitate cibernetica (conform CS): maxim 180, minim 100 Valoarea estimata a contractelor subsecvente, fara TVA: maxim 2.799.989,76 lei si minim 2.382.102,19 lei",selec-w,,,cat_0172,src_ted_opendata,file_ted_0215,lot:LOT-0000,2026-08-19
lot_00592,LOT-0001,not_0216,pro_0198,ΠΡΟΜΗΘΕΙΑ ΠΕΤΡΕΛΑΙΟΥ ΘΕΡΜΑΝΣΗΣ,ΠΡΟΜΗΘΕΙΑ ΠΕΤΡΕΛΑΙΟΥ ΘΕΡΜΑΝΣΗΣ,selec-w,172368,EUR,cat_0173,src_ted_opendata,file_ted_0216,lot:LOT-0001,2026-08-19
lot_00593,LOT-0002,not_0216,pro_0198,ΠΡΟΜΗΘΕΙΑ ΠΕΤΡΕΛΑΙΟΥ ΚΙΝΗΣΗΣ ΚΑΙ ΒΕΝΖΙΝΗΣ,ΠΡΟΜΗΘΕΙΑ ΠΕΤΡΕΛΑΙΟΥ ΚΙΝΗΣΗΣ ΚΑΙ ΒΕΝΖΙΝΗΣ,selec-w,935700,EUR,cat_0174,src_ted_opendata,file_ted_0216,lot:LOT-0002,2026-08-19
lot_00594,LOT-0001,not_0217,pro_0199,Dostawa żywności do bieżącego żywienia wojsk w 2025 r. – PRODUKTY GŁĘBOKO MROŻONE,"1. Przedmiotem zamówienia jest sukcesywna dostawa produktów głęboko mrożonych. 2. Szczegółowy opis przedmiotu zamówienia w zakresie minimalnych wymagań jakościowych stanowi: załącznik nr 5 do SWZ. 3. Szczegółową specyfikację ilościową określa załącznik nr 1A do SWZ. Załącznik ten stanowi równocześnie formularz kalkulacji ceny ofertowej. 4. Integralną część opisu przedmiotu zamówienia stanowią również projektowane postanowienia umowy (załącznik nr 4 do SWZ). 5. Termin wykonania umowy: od daty podpisania umowy, nie wcześniej niż od dnia 01.01.2025 r. do dnia 31.12.2025 r. 6. Miejscem dostawy jest: 1) magazyn żywnościowy GZ Rzeszów – ul. Lwowska 5 Rzeszów; 2) magazyn żywnościowy GZ Nisko – ul. Sandomierska 20; 3) magazyn żywnościowy GZ Przemyśl – ul. 29 Listopada 1; 4) magazyn żywnościowy GZ Jarosław – ul. 3 Maja 80;",selec-w,,,cat_0175,src_ted_opendata,file_ted_0217,lot:LOT-0001,2026-08-19
lot_00595,LOT-0001,not_0218,pro_0200,Véhicule électrique type ludospace 5 portes (service projet),Véhicule électrique type ludospace 5 portes (service projet),selec-w,,,cat_0176,src_ted_opendata,file_ted_0218,lot:LOT-0001,2026-08-19
lot_00596,LOT-0002,not_0218,pro_0200,Véhicule double cabine + benne basculante,Véhicule double cabine + benne basculante,selec-w,,,cat_0177,src_ted_opendata,file_ted_0218,lot:LOT-0002,2026-08-19
lot_00597,LOT-0003,not_0218,pro_0200,Véhicule simple cabine + benne fixe,Véhicule simple cabine + benne fixe,open-nw,,,cat_0177,src_ted_opendata,file_ted_0218,lot:LOT-0003,2026-08-19
lot_00598,LOT-0004,not_0218,pro_0200,Camionnette type fourgon tôlé (L3H2),Camionnette type fourgon tôlé (L3H2),open-nw,,,cat_0177,src_ted_opendata,file_ted_0218,lot:LOT-0004,2026-08-19
lot_00599,LOT-0001,not_0219,pro_0004,Pakiet 107 Świadczenie usług serwisowania aparatury medycznej,Świadczenie usług serwisowania aparatury medycznej,clos-nw,,,cat_0005,src_ted_opendata,file_ted_0219,lot:LOT-0001,2026-08-19
lot_00600,LOT-0001,not_0220,pro_0201,Gospodarowanie odpadami 19 01 14 w ilości 500 Mg zad1,Gospodarowanie odpadami 19 01 14 w ilości 500 Mg (szczegółowy opis zawiera Część III SWZ),selec-w,,,cat_0114,src_ted_opendata,file_ted_0220,lot:LOT-0001,2026-08-19
lot_00601,LOT-0002,not_0220,pro_0201,Gospodarowanie odpadami 19 01 14 w ilości 1 000 Mg zad.2,Gospodarowanie odpadami 19 01 14 w ilości 1 000 Mg,selec-w,,,cat_0114,src_ted_opendata,file_ted_0220,lot:LOT-0002,2026-08-19
